org_pac_id,facility_name,cbsa_title,rural,inland_empire,practice_size,incentive_ptcpt
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
345406294,COMMUNITY FOUNDATION MEDICAL GROUP,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
1254659261,PACIFIC PRIVATE PRACTICE NETWORK INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
5193821908,PALOMA MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"Santa Cruz-Watsonville, CA",urban,CA other,large,Meaningfully Attested
NA,,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,NA,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
3577476761,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
8921993205,PROVIDENCE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
941106645,CEDARS-SINAI MEDICAL CARE FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
6305160300,REGENTS UNIV OF CALIFORNIA UCSF,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
446161335,TAHOE FOREST HOSPITAL DISTRICT,"Truckee-Grass Valley, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Sacramento-Roseville-Folsom, CA",urban,CA other,NA,Meaningfully Attested
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
4183651375,SOUTH BAY GASTROENTEROLOGY MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6608789813,JOHN MUIR PHYSICIAN NETWORK,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
8921109786,UCI PHYSICAL MEDICINE AND REHABILITATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
3779751656,CITY OF HOPE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
3779751656,CITY OF HOPE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
3375456619,REGENTS OF THE UNIV OF CA,"Merced, CA",urban,CA other,large,Meaningfully Attested
3779497870,UCSF MEDICAL GROUP BUSINESS SERVICES,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4486567229,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
7214970631,RENAL MEDICAL ASSOCIATES,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,Meaningfully Attested
1456255959,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
7416869516,UC REGENTS,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3779751656,CITY OF HOPE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
244518736,SHARPCARE MEDICAL GROUP APC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,Meaningfully Attested
3173436276,PROVIDENCE FACEY MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3173436276,PROVIDENCE FACEY MEDICAL FOUNDATION,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
2860488822,WASHINGTON TOWNSHIP HOSPITAL DISTRICT,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
8921993205,PROVIDENCE MEDICAL FOUNDATION,"Napa, CA",urban,CA other,large,Meaningfully Attested
1153227814,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,large,Meaningfully Attested
8628972759,SHARP REES-STEALY MEDICAL GROUP INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
7810800661,DIGNITY HEALTH MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
941106645,CEDARS-SINAI MEDICAL CARE FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
3577476761,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
3375456619,REGENTS OF THE UNIV OF CA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
8022922475,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
8921993205,PROVIDENCE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
7315842002,HEALTHCARE PARTNERS AFFILIATES MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
8123917713,ALGOS INC A MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
5991735250,WEI WANG MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
244242576,PAIN MANAGEMENT ASSOCIATES INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
5890028781,BAY AREA COMMUNITY SERVICES INC,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,No Meaningful Attest
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6608789813,JOHN MUIR PHYSICIAN NETWORK,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
6305160300,REGENTS UNIV OF CALIFORNIA UCSF,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
1052219409,INSIGHT VISION CENTER MEDICAL GROUP INC,"Fresno, CA",urban,CA other,small,Meaningfully Attested
1355381740,EYE MEDICAL CLINIC OF FRESNO INC,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
7911993902,FOGG REMINGTON EYECARE INC,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
8527045004,"HARINDER S. GOGIA, M.D., INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
7012212475,"GOLDEN STATE PROVIDERS, A MEDICAL CORPORATION","Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
7810800661,DIGNITY HEALTH MEDICAL FOUNDATION,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
941106645,CEDARS-SINAI MEDICAL CARE FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
3678735966,HOWARD L ASKINS A MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
8921910225,PERMANENTE MEDICAL GROUP INC,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
1759369572,UNIVERSAL PAIN MANAGEMENT MEDICAL CORPORATION,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,Meaningfully Attested
1759369572,UNIVERSAL PAIN MANAGEMENT MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
3779497870,UCSF MEDICAL GROUP BUSINESS SERVICES,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284547274,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4486567229,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
5991609737,PROVIDENCE MEDICAL INSTITUTE,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
NA,,"San Francisco-Oakland-Fremont, CA",urban,CA other,NA,Meaningfully Attested
3779497870,UCSF MEDICAL GROUP BUSINESS SERVICES,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284547274,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4486567229,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
1355248584,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
2567623739,ONE MEDICAL GROUP INC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
2860304482,RADIOLOGY ASSOCIATES OF ALBUQUERQUE PA,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,No Meaningful Attest
5193619690,RADIOLOGY ASSOCIATES OF IRON MOUNTAIN P L C,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,No Meaningful Attest
NA,,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,NA,Meaningfully Attested
7911395231,ON CALL SPECIALISTS MEDICAL GROUP OF SAN DIEGO INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,Meaningfully Attested
1153227814,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,large,Meaningfully Attested
NA,,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,NA,Meaningfully Attested
8729277314,MEMORIALCARE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
941231179,"PROSTATE ONCOLOGY SPECIALISTS, INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
3779751656,CITY OF HOPE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
7517875859,MARSHALL MEDICAL CENTER,"Sacramento-Roseville-Folsom, CA",urban,CA other,medium,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"Eureka-Arcata, CA",urban,CA other,large,No Meaningful Attest
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
446157747,USC CARE MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
6901263672,USC CARE MEDICAL NON-CONTRACTED LLC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
2264482744,NEPHROLOGY ASSOCIATES OF UPLAND AND POMONA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
9032111281,BASS MEDICAL GROUP,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Salinas, CA",urban,CA other,NA,Meaningfully Attested
7719886373,UCSF DEPT OF SURGERY,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
3577476761,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
3678471976,SANSUM CLINIC,"Santa Maria-Santa Barbara, CA",urban,CA other,medium,Meaningfully Attested
6608280268,COMMUNITY HEALTH PARTNERS,"Fresno, CA",urban,CA other,large,Meaningfully Attested
8921993205,PROVIDENCE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
8628972759,SHARP REES-STEALY MEDICAL GROUP INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
3274872064,HOAG CLINIC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
9638107733,"SUMMIT NEPHROLOGY MEDICAL GROUP, INC.","Sacramento-Roseville-Folsom, CA",urban,CA other,small,Meaningfully Attested
3779497870,UCSF MEDICAL GROUP BUSINESS SERVICES,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4486567229,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
7810800661,DIGNITY HEALTH MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
NA,,"Santa Maria-Santa Barbara, CA",urban,CA other,NA,Meaningfully Attested
NA,,"Sacramento-Roseville-Folsom, CA",urban,CA other,NA,Meaningfully Attested
7618037714,"ERIC TEPPER, MD","Sacramento-Roseville-Folsom, CA",urban,CA other,small,Meaningfully Attested
NA,,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,NA,Meaningfully Attested
8628465424,"ALTAIS MEDICAL GROUP - RIVERSIDE, INC.","Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,Meaningfully Attested
6901804350,MAYFLOWER MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
8921993205,PROVIDENCE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
941285399,"COMPASSIONATE CANCER CARE MEDICAL GROUP, INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
941285399,"COMPASSIONATE CANCER CARE MEDICAL GROUP, INC.","Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
2769473735,GARCIA LEE AND CONCEPCION MEDICAL GROUP INC,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,Meaningfully Attested
7810800661,DIGNITY HEALTH MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
NA,,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,NA,Meaningfully Attested
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
6608789813,JOHN MUIR PHYSICIAN NETWORK,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
3274580972,ADVENTIST HEALTH PHYSICIANS NETWORK,"Visalia, CA",urban,CA other,large,Meaningfully Attested
3274580972,ADVENTIST HEALTH PHYSICIANS NETWORK,"Hanford-Corcoran, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6608789813,JOHN MUIR PHYSICIAN NETWORK,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
NA,,"Sacramento-Roseville-Folsom, CA",urban,CA other,NA,Meaningfully Attested
6305160300,REGENTS UNIV OF CALIFORNIA UCSF,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
8022922475,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6305748799,UNIVERSITY HEALTHCARE ALLIANCE,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
2466515580,EAST BAY DERMATOLOGY MEDICAL GROUP INC.,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,small,Meaningfully Attested
NA,,"Fresno, CA",urban,CA other,NA,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
3173436276,PROVIDENCE FACEY MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
NA,,"Sonora, CA",urban,CA other,NA,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"Santa Cruz-Watsonville, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
3274573464,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3779751656,CITY OF HOPE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
5991609737,PROVIDENCE MEDICAL INSTITUTE,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
8921990110,SOUTHERN CALIFORNIA HOSPITALIST NETWORK MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3173436276,PROVIDENCE FACEY MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3173436276,PROVIDENCE FACEY MEDICAL FOUNDATION,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
3779537550,CALIFORNIA SPORTS AND ORTHOPAEDIC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,NA,rural,NA,large,Meaningfully Attested
547252918,INTEGRATED PAIN MANAGEMENT MEDICAL GROUP INC,"Salinas, CA",urban,CA other,medium,No Meaningful Attest
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
9830416460,SPINE AND NERVE DIAGNOSTIC CENTER,"Sacramento-Roseville-Folsom, CA",urban,CA other,medium,Meaningfully Attested
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
8729277314,MEMORIALCARE MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
9335263037,BAHAR MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
2567400989,COR MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
8921342460,DAVID M FILSOOF MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
5395163174,SLPTELE LLC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
3577476761,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
4284538505,SONORA COMMUNITY HOSPITAL,"Sonora, CA",urban,CA other,medium,Meaningfully Attested
4688566573,"ROSEVILLE CARDIOLOGY MEDICAL ASSOCIATES, INC.","Sacramento-Roseville-Folsom, CA",urban,CA other,small,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
1355302134,TORRANCE HEALTH ASSOCIATION INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
840548624,PROVIDENCE SAINT JOHNS MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
NA,,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,NA,Meaningfully Attested
1850367806,COASTAL VASCULAR CENTER PC,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,small,Meaningfully Attested
3173430865,FRESNO COMMUNITY HOSPITAL AND MEDICAL CENTER,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
3971409335,SAINT AGNES MEDICAL CENTER,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
9234117276,"CARDIOVASCULAR CONSULTANTS OF FRESNO, A PROFESSIONAL CORPORATION","Fresno, CA",urban,CA other,small,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
5193155000,KATHRYN NAJAFI TAGOL MD A PROFESSIONAL CORPORATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,Meaningfully Attested
3173436276,PROVIDENCE FACEY MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
9436147980,"NORTH BAY EYE ASSOCIATES, A MEDICAL CORPORATION","Santa Rosa-Petaluma, CA",urban,CA other,small,Meaningfully Attested
5890053094,EPIC CARE,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
2961492327,RIVERSIDE MEDICAL CLINIC INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
345406294,COMMUNITY FOUNDATION MEDICAL GROUP,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
6608789813,JOHN MUIR PHYSICIAN NETWORK,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
1052544152,NEUROLOGY GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
1052544152,NEUROLOGY GROUP INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
1759377757,EAST BAY NEPHROLOGY MEDICAL GROUP INC,"Vallejo, CA",urban,CA other,medium,Meaningfully Attested
1759377757,EAST BAY NEPHROLOGY MEDICAL GROUP INC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
2062400443,DIALYSIS ACCESS CENTER A MEDICAL CORPORATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,Meaningfully Attested
2769486125,LORI J IZABAL M D A PROFESSIONAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Stockton-Lodi, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,NA,rural,NA,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
8628359502,MARTIN LUTHER KING JR COMMUNITY MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
8921902065,UCLA RADIOLOGY MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
8921902065,UCLA RADIOLOGY MEDICAL GROUP,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
749282648,ADVANCED DERMATOLOGY INC.,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
3779497870,UCSF MEDICAL GROUP BUSINESS SERVICES,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284789710,GOLDEN GATE UROLOGY INC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
4587631601,THE HUNTINGTON MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
NA,,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,NA,Meaningfully Attested
